customer_id,company_name,industry,country,contract_value
CUST000037,Walmart Imports,E-commerce,UAE,1597038.25
CUST000038,Amazon Supply Chain,E-commerce,Germany,8903980.69
CUST000039,Maersk Logistics,Manufacturing,China,8869573.82
CUST000040,DHL Global,Oil & Gas,China,8470857.67
CUST000041,Samsung Shipping,Oil & Gas,UAE,5899899.54
CUST000042,Amazon Supply Chain,Retail,China,1582175.7
CUST000043,Maersk Logistics,E-commerce,China,7972589.07
CUST000044,Toyota Logistics,E-commerce,Germany,6733734.99
CUST000045,Samsung Shipping,Retail,UK,3676459.72
CUST000046,Maersk Logistics,Retail,USA,7402079.86
CUST000047,Shell Trading,Manufacturing,UAE,4852451.28
CUST000048,DHL Global,Manufacturing,UK,3170764.26
CUST000049,Toyota Logistics,E-commerce,UAE,1312334.5
CUST000050,Samsung Shipping,Oil & Gas,Germany,7148138.82
CUST000051,Shell Trading,Retail,UK,9354839.73
CUST000052,Walmart Imports,E-commerce,Germany,3365580.54
CUST000053,DHL Global,E-commerce,China,4572109.94
CUST000054,Walmart Imports,Oil & Gas,UAE,6949552.97
CUST000055,Amazon Supply Chain,Retail,China,8256877.9
CUST000056,Maersk Logistics,Oil & Gas,Nigeria,992884.32
CUST000057,Maersk Logistics,Manufacturing,UK,9890602.08
CUST000058,Walmart Imports,Manufacturing,UK,7476800.92
CUST000059,Nestle Global,Manufacturing,USA,8926977.56
CUST000060,Walmart Imports,E-commerce,China,1081913.56
CUST000061,Samsung Shipping,Retail,USA,4219372.31
CUST000062,Maersk Logistics,E-commerce,Germany,6998582.68
CUST000063,Maersk Logistics,Manufacturing,UK,2354202.75
CUST000064,Amazon Supply Chain,Manufacturing,Nigeria,6997866.73
CUST000065,Walmart Imports,Manufacturing,UK,3512866.77
CUST000066,Toyota Logistics,E-commerce,Germany,2427410.78
CUST000067,Amazon Supply Chain,Manufacturing,Nigeria,7773372.21
CUST000068,Maersk Logistics,Oil & Gas,USA,8495547.8
CUST000069,Samsung Shipping,Oil & Gas,Germany,6633845.93
CUST000070,Nestle Global,Oil & Gas,UAE,3557682.65
CUST000071,Maersk Logistics,E-commerce,UAE,6499626.4
CUST000072,Samsung Shipping,Oil & Gas,USA,3325215.82
CUST000073,Nestle Global,Oil & Gas,UK,9397694.63
CUST000074,Toyota Logistics,Retail,Nigeria,809184.28
CUST000075,Toyota Logistics,Manufacturing,China,1659525.87
CUST000076,Nestle Global,Manufacturing,Germany,390796.72
CUST000077,Amazon Supply Chain,Retail,USA,1006195.14
CUST000078,Toyota Logistics,Oil & Gas,UK,7136867.08
CUST000079,Shell Trading,Manufacturing,USA,5766822.69
CUST000080,Maersk Logistics,E-commerce,Nigeria,9327944.67
CUST000081,Walmart Imports,E-commerce,UAE,5208988.08
CUST000082,Walmart Imports,E-commerce,China,1033178.07
CUST000083,Maersk Logistics,Retail,UK,6879527.93
CUST000084,Toyota Logistics,Oil & Gas,USA,5718568.15
CUST000085,Toyota Logistics,Oil & Gas,China,1157048.19
CUST000086,DHL Global,E-commerce,Germany,308128.6
CUST000087,DHL Global,E-commerce,Germany,6163327.27
CUST000088,Samsung Shipping,Retail,Nigeria,9326115.0
CUST000089,Walmart Imports,Oil & Gas,Nigeria,9802648.06
CUST000090,Maersk Logistics,Manufacturing,Germany,2329462.93
CUST000091,Amazon Supply Chain,Manufacturing,China,4450933.52
CUST000092,Nestle Global,Oil & Gas,Nigeria,7708779.19
CUST000093,DHL Global,Manufacturing,USA,2108304.45
CUST000094,Shell Trading,E-commerce,Nigeria,6749536.55
CUST000095,DHL Global,E-commerce,Germany,6290838.72
CUST000096,Amazon Supply Chain,E-commerce,UK,3330749.56
CUST000097,Nestle Global,Retail,China,6467785.8
CUST000098,Maersk Logistics,Manufacturing,USA,3897270.62
CUST000099,DHL Global,Retail,Nigeria,701382.95
CUST000100,DHL Global,Retail,China,7934625.24
CUST000101,Nestle Global,Retail,Nigeria,5422989.78
CUST000102,Maersk Logistics,Retail,UK,9161686.47
CUST000103,Amazon Supply Chain,E-commerce,China,3120882.16
CUST000104,Samsung Shipping,E-commerce,UAE,8940656.0
CUST000105,Shell Trading,Manufacturing,UAE,2131929.65
CUST000106,Nestle Global,Retail,UK,3517954.69
CUST000107,Maersk Logistics,E-commerce,Nigeria,9625709.2
CUST000108,Walmart Imports,Oil & Gas,China,203184.13
CUST000109,Amazon Supply Chain,Manufacturing,USA,4106188.97
CUST000110,Maersk Logistics,E-commerce,UK,4840850.86
CUST000111,Toyota Logistics,Manufacturing,USA,1731195.62
CUST000112,Shell Trading,Manufacturing,Nigeria,7019919.24
CUST000113,Samsung Shipping,Oil & Gas,Germany,7440407.4
CUST000114,Shell Trading,Retail,China,982122.71
CUST000115,DHL Global,Oil & Gas,Germany,7420271.55
CUST000116,Amazon Supply Chain,Oil & Gas,Nigeria,2743431.62
CUST000117,Nestle Global,Manufacturing,China,4752539.98
CUST000118,DHL Global,E-commerce,Nigeria,2463104.11
CUST000119,Toyota Logistics,Oil & Gas,Nigeria,4661005.93
CUST000120,Maersk Logistics,Retail,UK,9088893.08
CUST000121,Amazon Supply Chain,E-commerce,UAE,5485300.6
CUST000122,DHL Global,E-commerce,China,8234653.95
CUST000123,Maersk Logistics,Manufacturing,UK,445433.84
CUST000124,DHL Global,Retail,China,8111246.96
CUST000125,DHL Global,E-commerce,Nigeria,5920391.2
CUST000126,Maersk Logistics,Oil & Gas,China,9017909.5
CUST000127,DHL Global,Retail,China,3195037.0
CUST000128,Amazon Supply Chain,Oil & Gas,China,8530399.32
CUST000129,Walmart Imports,E-commerce,Germany,4475262.44
CUST000130,Amazon Supply Chain,Manufacturing,China,9287459.71
CUST000131,Toyota Logistics,Manufacturing,Germany,4269217.09
CUST000132,DHL Global,Oil & Gas,UAE,3793658.24
CUST000133,DHL Global,Retail,UK,1805292.08
CUST000134,Walmart Imports,E-commerce,USA,8616591.21
CUST000135,Maersk Logistics,Oil & Gas,USA,2998175.06
CUST000136,Maersk Logistics,Retail,UAE,8533292.35
CUST000137,Samsung Shipping,Retail,UAE,1600416.71
CUST000138,Nestle Global,Oil & Gas,Nigeria,439136.41
CUST000139,DHL Global,Oil & Gas,UK,6848635.46
CUST000140,Maersk Logistics,Oil & Gas,UK,8484101.71
CUST000141,Walmart Imports,Manufacturing,USA,3608967.22
CUST000142,Walmart Imports,Manufacturing,UK,3700512.83
CUST000143,Toyota Logistics,Oil & Gas,UAE,1337167.6
CUST000144,Toyota Logistics,Oil & Gas,UAE,8612355.96
CUST000145,Toyota Logistics,E-commerce,Germany,5254225.8
CUST000146,Maersk Logistics,Retail,USA,625102.49
CUST000147,Amazon Supply Chain,E-commerce,UK,4359389.1
CUST000148,Shell Trading,Oil & Gas,China,1803550.0
CUST000149,Toyota Logistics,Manufacturing,China,2990870.8
CUST000150,Samsung Shipping,Oil & Gas,USA,7182275.66
CUST000151,Shell Trading,E-commerce,USA,8939693.25
CUST000152,Shell Trading,Manufacturing,UK,7186368.47
CUST000153,Amazon Supply Chain,Retail,Germany,5087081.91
CUST000154,Toyota Logistics,Manufacturing,USA,9578158.09
CUST000155,Toyota Logistics,Oil & Gas,UAE,8819686.79
CUST000156,Nestle Global,Oil & Gas,China,4508072.35
CUST000157,Amazon Supply Chain,Manufacturing,Nigeria,8320545.39
CUST000158,Shell Trading,Retail,USA,6799142.77
CUST000159,Maersk Logistics,Manufacturing,Germany,3997979.62
CUST000160,Nestle Global,Manufacturing,Nigeria,8063600.22
CUST000161,Nestle Global,Manufacturing,UAE,2361497.63
CUST000162,Nestle Global,Retail,UK,5993200.88
CUST000163,Shell Trading,Retail,China,1411534.39
CUST000164,DHL Global,E-commerce,UAE,7279692.56
CUST000165,Shell Trading,Manufacturing,Nigeria,6766542.64
CUST000166,Toyota Logistics,E-commerce,China,3914969.19
CUST000167,Nestle Global,Manufacturing,China,6388768.52
CUST000168,Shell Trading,Oil & Gas,USA,4087924.66
CUST000169,Nestle Global,Oil & Gas,Nigeria,4455354.76
CUST000170,DHL Global,Oil & Gas,USA,7873141.79
CUST000171,Samsung Shipping,E-commerce,UK,4131176.9
CUST000172,Shell Trading,Manufacturing,Germany,179552.15
CUST000173,Maersk Logistics,E-commerce,UK,3178683.69
CUST000174,Maersk Logistics,Oil & Gas,USA,9719923.79
CUST000175,Nestle Global,Manufacturing,Germany,6305596.05
CUST000176,DHL Global,Retail,USA,9451746.36
CUST000177,Maersk Logistics,Retail,UK,5987725.18
CUST000178,Nestle Global,Retail,China,2527389.62
CUST000179,Shell Trading,E-commerce,UK,4714593.89
CUST000180,Shell Trading,Retail,UK,4773076.56
CUST000181,Amazon Supply Chain,Manufacturing,UAE,4473681.56
CUST000182,Samsung Shipping,Manufacturing,UAE,9508476.18
CUST000183,Maersk Logistics,Retail,Nigeria,9877347.4
CUST000184,Nestle Global,Oil & Gas,UAE,3506579.27
CUST000185,Maersk Logistics,Retail,Germany,1347272.21
CUST000186,Walmart Imports,Manufacturing,Germany,777503.93
CUST000187,Samsung Shipping,Retail,UAE,9144098.34
CUST000188,Nestle Global,Manufacturing,Germany,6831973.62
CUST000189,Toyota Logistics,Manufacturing,Nigeria,5600996.73
CUST000190,Shell Trading,Manufacturing,Nigeria,6269707.82
CUST000191,DHL Global,E-commerce,Nigeria,6312954.61
CUST000192,DHL Global,Retail,UK,8034820.33
CUST000193,Toyota Logistics,E-commerce,USA,9391141.69
CUST000194,DHL Global,E-commerce,Germany,3695654.22
CUST000195,Nestle Global,E-commerce,UAE,1656799.7
CUST000196,Toyota Logistics,Manufacturing,UK,2344720.27
CUST000197,Nestle Global,E-commerce,Germany,8930070.0
CUST000198,DHL Global,Oil & Gas,USA,3642530.31
CUST000199,DHL Global,E-commerce,UAE,373981.77
CUST000200,Walmart Imports,Manufacturing,Germany,8676315.15
CUST000201,Samsung Shipping,E-commerce,USA,6869273.86
CUST000202,Toyota Logistics,E-commerce,China,5779805.69
CUST000203,Walmart Imports,Manufacturing,UAE,2710378.75
CUST000204,Samsung Shipping,Manufacturing,Germany,5886594.11
CUST000205,Shell Trading,E-commerce,Germany,3450872.24
CUST000206,Samsung Shipping,Oil & Gas,UAE,9011706.68
CUST000207,DHL Global,Retail,USA,9918415.44
CUST000208,Samsung Shipping,Retail,Germany,7315925.34
CUST000209,Toyota Logistics,Manufacturing,UAE,8308604.66
CUST000210,Maersk Logistics,Manufacturing,Nigeria,134939.49
CUST000211,Shell Trading,Oil & Gas,Nigeria,2885209.24
CUST000212,DHL Global,E-commerce,China,6520267.95
CUST000213,Walmart Imports,Retail,USA,7711112.18
CUST000214,Walmart Imports,E-commerce,UK,9471761.0
CUST000215,Walmart Imports,Retail,Germany,3882806.52
CUST000216,Toyota Logistics,Retail,Germany,9820181.09
CUST000217,Toyota Logistics,Oil & Gas,UK,2710749.32
CUST000218,Toyota Logistics,Manufacturing,Nigeria,4280427.27
CUST000219,Maersk Logistics,Retail,USA,8559169.93
CUST000220,Walmart Imports,E-commerce,China,8014900.18
CUST000221,Amazon Supply Chain,Oil & Gas,Nigeria,9334821.41
CUST000222,Toyota Logistics,Retail,UK,9856224.51
CUST000223,DHL Global,E-commerce,UK,1588667.75
CUST000224,Amazon Supply Chain,Manufacturing,Nigeria,3389818.19
CUST000225,DHL Global,Manufacturing,Germany,2065931.35
CUST000226,Amazon Supply Chain,E-commerce,Nigeria,8763597.77
CUST000227,DHL Global,E-commerce,UK,6012758.46
CUST000228,Toyota Logistics,Manufacturing,USA,2495101.51
CUST000229,Shell Trading,Oil & Gas,USA,7272295.92
CUST000230,Amazon Supply Chain,Retail,Nigeria,102580.33
CUST000231,Nestle Global,Oil & Gas,USA,7567152.5
CUST000232,Shell Trading,Oil & Gas,USA,8798139.41
CUST000233,Walmart Imports,Oil & Gas,UAE,3333165.15
CUST000234,Nestle Global,E-commerce,USA,2746917.5
CUST000235,Nestle Global,Retail,UAE,9193385.41
CUST000236,Samsung Shipping,E-commerce,USA,1283844.56
CUST000237,Walmart Imports,Manufacturing,UK,776526.16
CUST000238,Maersk Logistics,Retail,USA,4659040.34
CUST000239,Toyota Logistics,E-commerce,Nigeria,4808693.95
CUST000240,Amazon Supply Chain,E-commerce,USA,6171646.04
CUST000241,Amazon Supply Chain,Retail,UAE,686635.74
CUST000242,Maersk Logistics,Oil & Gas,USA,6530302.32
CUST000243,Toyota Logistics,Manufacturing,Germany,1439712.76
CUST000244,Maersk Logistics,Manufacturing,Germany,2207699.21
CUST000245,Samsung Shipping,Manufacturing,China,128117.06
CUST000246,Toyota Logistics,Oil & Gas,Nigeria,5778690.42
CUST000247,Toyota Logistics,E-commerce,UAE,4618108.84
CUST000248,Amazon Supply Chain,E-commerce,Germany,6238331.11
CUST000249,Nestle Global,Oil & Gas,USA,1206068.98
CUST000250,Maersk Logistics,Manufacturing,UAE,1017360.56
CUST000251,Nestle Global,Oil & Gas,Nigeria,7724920.15
CUST000252,Amazon Supply Chain,Retail,Nigeria,6873639.88
CUST000253,Amazon Supply Chain,Retail,UAE,380751.29
CUST000254,Maersk Logistics,Oil & Gas,Nigeria,680198.47
CUST000255,Walmart Imports,Oil & Gas,USA,9017247.5
CUST000256,DHL Global,Oil & Gas,UK,7683048.7
CUST000257,Samsung Shipping,E-commerce,Germany,9285327.16
CUST000258,Shell Trading,Retail,Nigeria,3527855.4
CUST000259,Nestle Global,Oil & Gas,UK,4743590.53
CUST000260,Amazon Supply Chain,E-commerce,UAE,9538100.58
CUST000261,Shell Trading,E-commerce,UK,3821548.49
CUST000262,Shell Trading,Retail,UK,8948084.66
CUST000263,Nestle Global,Oil & Gas,UK,4600709.15
CUST000264,Samsung Shipping,Retail,UAE,3419081.09
CUST000265,Maersk Logistics,Retail,UK,311152.69
CUST000266,Samsung Shipping,Manufacturing,USA,2764894.42
CUST000267,Samsung Shipping,Oil & Gas,USA,4314393.92
CUST000268,Samsung Shipping,Oil & Gas,UAE,2500136.18
CUST000269,Toyota Logistics,E-commerce,USA,2517947.55
CUST000270,Walmart Imports,Oil & Gas,Nigeria,6245782.18
CUST000271,DHL Global,Retail,China,5441946.26
CUST000272,Amazon Supply Chain,Manufacturing,China,503856.55
CUST000273,Maersk Logistics,Retail,USA,9515965.79
CUST000274,Walmart Imports,Manufacturing,UAE,1107798.21
CUST000275,Walmart Imports,E-commerce,USA,9761142.0
CUST000276,Toyota Logistics,Manufacturing,UK,6300708.49
CUST000277,Nestle Global,Oil & Gas,Germany,8532738.73
CUST000278,Nestle Global,Manufacturing,Germany,1455888.79
CUST000279,Walmart Imports,E-commerce,Germany,8014998.86
CUST000280,Toyota Logistics,Retail,UK,9549743.45
CUST000281,Amazon Supply Chain,Manufacturing,USA,5386396.27
CUST000282,DHL Global,Manufacturing,Germany,2673672.2
CUST000283,Walmart Imports,Oil & Gas,Germany,1226971.27
CUST000284,Maersk Logistics,E-commerce,Germany,6902195.4
CUST000285,Shell Trading,Oil & Gas,Germany,7175644.21
CUST000286,Walmart Imports,Oil & Gas,Nigeria,6726619.74
CUST000287,Amazon Supply Chain,Retail,Germany,8646002.16
CUST000288,Toyota Logistics,Oil & Gas,Nigeria,9547463.34
CUST000289,Walmart Imports,Manufacturing,UK,5819278.86
CUST000290,DHL Global,Manufacturing,UAE,7905235.45
CUST000291,Maersk Logistics,Oil & Gas,UK,901018.21
CUST000292,Maersk Logistics,Manufacturing,UK,9458835.17
CUST000293,Shell Trading,Oil & Gas,UK,1784846.33
CUST000294,Samsung Shipping,E-commerce,China,3514043.27
CUST000295,Amazon Supply Chain,Oil & Gas,UAE,5623040.74
CUST000296,DHL Global,Retail,Nigeria,2602121.98
CUST000297,Samsung Shipping,Retail,Nigeria,1379504.91
CUST000298,DHL Global,Oil & Gas,Germany,9392282.42
CUST000299,Samsung Shipping,E-commerce,Germany,9421810.9
CUST000300,DHL Global,Manufacturing,Nigeria,8458930.8
CUST000301,Shell Trading,Retail,USA,9082460.89
CUST000302,Toyota Logistics,Retail,Germany,505761.84
CUST000303,Amazon Supply Chain,Oil & Gas,Nigeria,1611246.45
CUST000304,Samsung Shipping,Oil & Gas,USA,1861152.76
CUST000305,Nestle Global,Manufacturing,UAE,7671960.21
CUST000306,Nestle Global,E-commerce,USA,2045838.25
CUST000307,Maersk Logistics,E-commerce,USA,980611.72
CUST000308,Walmart Imports,E-commerce,USA,4543406.17
CUST000309,Amazon Supply Chain,E-commerce,China,4588972.76
CUST000310,Nestle Global,E-commerce,China,6883766.06
CUST000311,Maersk Logistics,Oil & Gas,UAE,736211.97
CUST000312,Shell Trading,E-commerce,Nigeria,2458068.62
CUST000313,Samsung Shipping,Oil & Gas,China,7933306.82
CUST000314,Walmart Imports,Oil & Gas,UAE,9136161.36
CUST000315,Samsung Shipping,Oil & Gas,USA,2312018.44
CUST000316,DHL Global,Oil & Gas,UAE,826227.93
CUST000317,Nestle Global,Oil & Gas,UK,1585081.4
CUST000318,Nestle Global,Manufacturing,UK,2600070.65
CUST000319,Amazon Supply Chain,Manufacturing,USA,1320878.83
CUST000320,Shell Trading,Manufacturing,USA,7699043.85
CUST000321,Walmart Imports,E-commerce,Nigeria,253483.83
CUST000322,Nestle Global,Retail,USA,5437024.81
CUST000323,Samsung Shipping,Retail,UAE,3868461.93
CUST000324,Walmart Imports,Oil & Gas,Germany,760799.7
CUST000325,Toyota Logistics,Oil & Gas,China,1245059.19
CUST000326,Nestle Global,Manufacturing,UK,9941168.37
CUST000327,Maersk Logistics,Oil & Gas,Germany,4446536.8
CUST000328,Maersk Logistics,Retail,China,357198.83
CUST000329,Toyota Logistics,Oil & Gas,Nigeria,163399.87
CUST000330,Amazon Supply Chain,Manufacturing,China,7332840.22
CUST000331,Walmart Imports,Manufacturing,China,4440249.23
CUST000332,Toyota Logistics,Oil & Gas,Germany,2502554.0
CUST000333,Shell Trading,Retail,Nigeria,7527663.59
CUST000334,Nestle Global,Oil & Gas,Germany,6308589.48
CUST000335,DHL Global,Oil & Gas,Nigeria,3344371.67
CUST000336,Shell Trading,E-commerce,China,5409911.35
CUST000337,Maersk Logistics,Manufacturing,China,4136387.72
CUST000338,Shell Trading,E-commerce,China,6024784.47
CUST000339,Maersk Logistics,Retail,Nigeria,1049580.98
CUST000340,Shell Trading,Retail,China,7663975.63
CUST000341,DHL Global,Oil & Gas,USA,2884570.0
CUST000342,Toyota Logistics,Manufacturing,China,3270816.93
CUST000343,Amazon Supply Chain,Retail,UAE,8942236.14
CUST000344,Shell Trading,Manufacturing,USA,4464448.87
CUST000345,DHL Global,Manufacturing,Nigeria,506650.84
CUST000346,DHL Global,E-commerce,China,7580224.46
CUST000347,Nestle Global,Retail,Germany,2430505.78
CUST000348,Amazon Supply Chain,E-commerce,Germany,9523686.21
CUST000349,Walmart Imports,E-commerce,Germany,2737354.54
CUST000350,Maersk Logistics,Manufacturing,UAE,6563620.66
CUST000351,Shell Trading,E-commerce,Germany,523369.87
CUST000352,Toyota Logistics,Retail,USA,5958450.53
CUST000353,Toyota Logistics,Oil & Gas,USA,3128883.35
CUST000354,Nestle Global,Retail,UAE,6557694.06
CUST000355,Maersk Logistics,Oil & Gas,China,2002441.11
CUST000356,Amazon Supply Chain,E-commerce,UAE,3895638.51
CUST000357,Maersk Logistics,E-commerce,UK,2325547.61
CUST000358,DHL Global,Retail,China,8118482.68
CUST000359,Walmart Imports,Retail,Germany,8397081.97
CUST000360,Nestle Global,Oil & Gas,Nigeria,8672660.0
CUST000361,Shell Trading,E-commerce,China,1303742.68
CUST000362,Toyota Logistics,Manufacturing,USA,5629656.72
CUST000363,Walmart Imports,Oil & Gas,UAE,927371.28
CUST000364,Samsung Shipping,E-commerce,USA,3592888.2
CUST000365,Maersk Logistics,E-commerce,Germany,4780793.44
CUST000366,Maersk Logistics,E-commerce,China,3701176.85
CUST000367,Toyota Logistics,Retail,Germany,2030737.45
CUST000368,Nestle Global,Retail,UAE,8626768.31
CUST000369,Samsung Shipping,Oil & Gas,Germany,1010812.16
CUST000370,Shell Trading,E-commerce,China,1354676.5
CUST000371,Samsung Shipping,E-commerce,Germany,8984926.46
CUST000372,Walmart Imports,E-commerce,Germany,5872182.55
CUST000373,Samsung Shipping,E-commerce,Germany,6708144.12
CUST000374,DHL Global,E-commerce,USA,2214367.96
CUST000375,Walmart Imports,Retail,UAE,9015308.69
CUST000376,Maersk Logistics,Manufacturing,China,8219394.15
CUST000377,Maersk Logistics,Manufacturing,Nigeria,4743320.47
CUST000378,DHL Global,Manufacturing,China,3335246.7
CUST000379,Samsung Shipping,Oil & Gas,UK,1349950.29
CUST000380,Amazon Supply Chain,Manufacturing,Nigeria,8121709.4
CUST000381,Shell Trading,E-commerce,China,8194404.47
CUST000382,Amazon Supply Chain,Manufacturing,UAE,6755538.16
CUST000383,Toyota Logistics,Manufacturing,Nigeria,2492861.85
CUST000384,DHL Global,E-commerce,UK,6331535.88
CUST000385,Shell Trading,Oil & Gas,UAE,79215.89
CUST000386,Toyota Logistics,Oil & Gas,China,6175864.0
CUST000387,Samsung Shipping,E-commerce,Nigeria,89160.98
CUST000388,Toyota Logistics,Retail,UK,1178018.97
CUST000389,Nestle Global,Manufacturing,Nigeria,5983431.81
CUST000390,Amazon Supply Chain,Retail,Nigeria,8968554.88
CUST000391,Samsung Shipping,Retail,UAE,5534410.63
CUST000392,Walmart Imports,E-commerce,China,8452931.03
CUST000393,Shell Trading,Manufacturing,UK,5878911.64
CUST000394,DHL Global,Manufacturing,Nigeria,7420910.72
CUST000395,Maersk Logistics,Oil & Gas,Germany,3468668.99
CUST000396,Samsung Shipping,Manufacturing,USA,7742403.28
CUST000397,Shell Trading,Retail,UAE,9443991.38
CUST000398,Nestle Global,E-commerce,Germany,4856375.38
CUST000399,Amazon Supply Chain,E-commerce,Germany,7311319.38
CUST000400,Samsung Shipping,Oil & Gas,UAE,7475081.68
CUST000401,DHL Global,Retail,Germany,6029175.44
CUST000402,Amazon Supply Chain,Oil & Gas,Nigeria,2830232.72
CUST000403,Maersk Logistics,Oil & Gas,USA,9836027.16
CUST000404,Amazon Supply Chain,E-commerce,Nigeria,508216.72
CUST000405,Amazon Supply Chain,E-commerce,UK,1677789.64
CUST000406,Amazon Supply Chain,Oil & Gas,UAE,1706800.7
CUST000407,Walmart Imports,Manufacturing,UAE,6848128.98
CUST000408,Amazon Supply Chain,Retail,UK,9670578.42
CUST000409,Samsung Shipping,Oil & Gas,USA,123803.53
CUST000410,Maersk Logistics,Manufacturing,China,3575859.08
CUST000411,Nestle Global,E-commerce,USA,3894149.69
CUST000412,Maersk Logistics,Oil & Gas,UAE,6476365.24
CUST000413,Shell Trading,Manufacturing,Nigeria,3555928.26
CUST000414,Maersk Logistics,Manufacturing,Nigeria,3544007.23
CUST000415,Nestle Global,Oil & Gas,Nigeria,4352327.79
CUST000416,DHL Global,E-commerce,UK,7632188.77
CUST000417,Samsung Shipping,Retail,Nigeria,5674619.74
CUST000418,Shell Trading,E-commerce,China,3760670.74
CUST000419,Shell Trading,Retail,Nigeria,2693489.71
CUST000420,Amazon Supply Chain,Retail,Nigeria,7821104.54
CUST000421,DHL Global,Manufacturing,Nigeria,4696508.54
CUST000422,Toyota Logistics,E-commerce,Nigeria,1429384.29
CUST000423,DHL Global,E-commerce,Nigeria,7056809.21
CUST000424,Samsung Shipping,E-commerce,China,4907556.35
CUST000425,Maersk Logistics,Oil & Gas,China,6120009.98
CUST000426,Maersk Logistics,Oil & Gas,China,6026041.57
CUST000427,DHL Global,Retail,UK,3373822.15
CUST000428,Toyota Logistics,E-commerce,Nigeria,2008528.76
CUST000429,Toyota Logistics,Oil & Gas,Germany,4606822.47
CUST000430,Maersk Logistics,Manufacturing,UAE,3699732.14
CUST000431,DHL Global,Oil & Gas,China,2304090.99
CUST000432,Shell Trading,E-commerce,USA,1663156.4
CUST000433,Nestle Global,E-commerce,Nigeria,7694934.92
CUST000434,Maersk Logistics,Manufacturing,USA,4291631.58
CUST000435,DHL Global,Manufacturing,UK,1806851.16
CUST000436,Amazon Supply Chain,Oil & Gas,USA,5155138.75
CUST000437,DHL Global,Oil & Gas,Germany,8871066.99
CUST000438,Shell Trading,Retail,China,4890257.77
CUST000439,Walmart Imports,Oil & Gas,USA,4045294.0
CUST000440,Amazon Supply Chain,Retail,China,8259924.45
CUST000441,DHL Global,Retail,Nigeria,5154289.56
CUST000442,Maersk Logistics,Oil & Gas,UAE,1849582.95
CUST000443,DHL Global,Oil & Gas,UK,8346349.2
CUST000444,Amazon Supply Chain,E-commerce,China,2475253.58
CUST000445,Samsung Shipping,Manufacturing,UAE,8378153.74
CUST000446,DHL Global,Retail,USA,4884372.17
CUST000447,Shell Trading,Oil & Gas,Nigeria,1155653.25
CUST000448,Maersk Logistics,Oil & Gas,Nigeria,8536364.98
CUST000449,Maersk Logistics,Oil & Gas,China,5252875.37
CUST000450,DHL Global,E-commerce,China,3103908.64
CUST000451,Walmart Imports,Oil & Gas,Germany,8965166.98
CUST000452,Shell Trading,Retail,China,8723359.15
CUST000453,Nestle Global,Oil & Gas,UAE,1988183.22
CUST000454,Toyota Logistics,E-commerce,UAE,8409897.69
CUST000455,Samsung Shipping,E-commerce,UAE,7375157.83
CUST000456,Walmart Imports,Retail,USA,2837697.51
CUST000457,Nestle Global,Retail,Nigeria,4245105.51
CUST000458,Samsung Shipping,Oil & Gas,USA,8576063.1
CUST000459,Walmart Imports,E-commerce,Nigeria,9804156.66
CUST000460,Nestle Global,E-commerce,China,8469809.32
CUST000461,Walmart Imports,Oil & Gas,China,1738620.32
CUST000462,Shell Trading,E-commerce,Nigeria,9966094.69
CUST000463,Toyota Logistics,Oil & Gas,UK,1253492.93
